ESTUD_NUM_UNICO_INST;CODIGO;SIGLA
201905892;L.EIC009;2LEIC04
201905892;L.EIC012;2LEIC04
201905892;L.EIC013;2LEIC04
201905892;L.EIC014;2LEIC04
201905916;L.EIC012;2LEIC04
201905916;L.EIC014;2LEIC04
201905916;L.EIC019;3LEIC05
201905916;L.EIC021;3LEIC05
201905916;L.EIC025;3LEIC05
201905951;L.EIC019;3LEIC01
201905951;L.EIC021;3LEIC09
201905951;L.EIC023;3LEIC08
201905951;L.EIC024;3LEIC01
201905951;L.EIC025;3LEIC07
201905952;L.EIC019;3LEIC07
201905952;L.EIC021;3LEIC06
201905952;L.EIC023;3LEIC10
201905952;L.EIC024;3LEIC06
201905952;L.EIC025;3LEIC06
201905962;L.EIC019;3LEIC08
201905962;L.EIC021;3LEIC06
201905962;L.EIC023;3LEIC06
201905962;L.EIC024;3LEIC06
201905962;L.EIC025;3LEIC07
201905966;L.EIC013;2LEIC10
201905966;L.EIC019;3LEIC04
201905966;L.EIC021;3LEIC01
201905966;L.EIC023;3LEIC04
201905966;L.EIC025;3LEIC03
201905971;L.EIC013;2LEIC07
201905971;L.EIC019;3LEIC01
201905971;L.EIC021;3LEIC04
201905971;L.EIC023;3LEIC07
201905971;L.EIC025;3LEIC02
201906031;L.EIC006;2LEIC01
201906031;L.EIC013;2LEIC06
201906031;L.EIC014;2LEIC07
201906031;L.EIC019;3LEIC01
201906031;L.EIC021;3LEIC01
201906031;L.EIC023;3LEIC03
201906031;L.EIC025;3LEIC02
201906042;L.EIC019;3LEIC08
201906042;L.EIC021;3LEIC06
201906042;L.EIC023;3LEIC04
201906042;L.EIC024;3LEIC07
201906042;L.EIC025;3LEIC08
201906045;L.EIC019;3LEIC07
201906045;L.EIC021;3LEIC06
201906045;L.EIC023;3LEIC10
201906045;L.EIC024;3LEIC06
201906045;L.EIC025;3LEIC06
201906049;L.EIC006;2LEIC01
201906049;L.EIC009;2LEIC01
201906049;L.EIC013;2LEIC01
201906049;L.EIC014;2LEIC11
201906049;L.EIC019;3LEIC09
201906049;L.EIC025;3LEIC08
201906050;L.EIC003;1LEIC13
201906050;L.EIC006;2LEIC04
201906050;L.EIC009;2LEIC03
201906050;L.EIC011;2LEIC13
201906050;L.EIC012;2LEIC01
201906050;L.EIC013;2LEIC16
201906050;L.EIC014;2LEIC11
201906051;L.EIC006;2LEIC01
201906051;L.EIC009;2LEIC01
201906051;L.EIC012;2LEIC04
201906051;L.EIC013;2LEIC01
201906051;L.EIC014;2LEIC03
201906051;L.EIC019;3LEIC04
201906067;L.EIC009;2LEIC01
201906067;L.EIC013;2LEIC01
201906067;L.EIC021;3LEIC10
201906067;L.EIC022;3LEIC11
201906067;L.EIC023;3LEIC10
201906067;L.EIC025;3LEIC10
201906072;L.EIC010;2LEIC05
201906072;L.EIC019;3LEIC07
201906072;L.EIC021;1MEIC06
201906072;L.EIC023;3LEIC08
201906086;L.EIC019;3LEIC10
201906086;L.EIC021;3LEIC09
201906086;L.EIC023;3LEIC10
201906086;L.EIC024;3LEIC09
201906086;L.EIC025;3LEIC09
201906159;L.EIC019;3LEIC06
201906159;L.EIC021;3LEIC06
201906159;L.EIC023;3LEIC06
201906159;L.EIC024;3LEIC06
201906159;L.EIC025;3LEIC06
201906166;L.EIC019;3LEIC06
201906166;L.EIC021;3LEIC06
201906166;L.EIC023;3LEIC03
201906166;L.EIC024;3LEIC04
201906166;L.EIC025;3LEIC09
201906230;L.EIC019;3LEIC07
201906230;L.EIC021;3LEIC06
201906230;L.EIC023;3LEIC10
201906230;L.EIC024;3LEIC06
201906230;L.EIC025;3LEIC06
201906232;L.EIC019;3LEIC02
201906232;L.EIC021;3LEIC03
201906232;L.EIC023;3LEIC05
201906232;L.EIC024;3LEIC02
201906232;L.EIC025;3LEIC02
201906272;L.EIC019;3LEIC01
201906272;L.EIC021;3LEIC03
201906272;L.EIC023;3LEIC01
201906272;L.EIC024;3LEIC05
201906272;L.EIC025;3LEIC03
201906293;L.EIC006;2LEIC02
201906293;L.EIC009;2LEIC01
201906293;L.EIC013;2LEIC02
201906293;L.EIC014;2LEIC04
201906325;L.EIC019;3LEIC02
201906325;L.EIC021;3LEIC02
201906325;L.EIC023;3LEIC02
201906325;L.EIC024;3LEIC02
201906325;L.EIC025;3LEIC02
201906334;L.EIC019;3LEIC08
201906334;L.EIC021;3LEIC06
201906334;L.EIC023;3LEIC01
201906334;L.EIC024;3LEIC01
201906334;L.EIC025;3LEIC07
201906355;L.EIC005;1LEIC11
201906355;L.EIC019;3LEIC09
201906355;L.EIC021;3LEIC09
201906355;L.EIC023;3LEIC09
201906355;L.EIC024;3LEIC09
201906355;L.EIC025;3LEIC09
201906401;L.EIC013;2LEIC10
201906401;L.EIC019;3LEIC06
201906401;L.EIC021;3LEIC06
201906401;L.EIC023;3LEIC03
201906401;L.EIC024;3LEIC06
201906401;L.EIC025;3LEIC06
201906422;L.EIC019;3LEIC02
201906422;L.EIC021;3LEIC02
201906422;L.EIC023;3LEIC02
201906422;L.EIC024;3LEIC02
201906422;L.EIC025;3LEIC02
201906478;L.EIC019;3LEIC10
201906478;L.EIC021;3LEIC10
201906478;L.EIC023;3LEIC10
201906478;L.EIC024;3LEIC09
201906478;L.EIC025;3LEIC09
201906573;L.EIC019;3LEIC09
201906573;L.EIC021;3LEIC03
201906573;L.EIC023;3LEIC05
201906573;L.EIC024;3LEIC05
201906573;L.EIC025;3LEIC01
201906576;L.EIC013;2LEIC04
201906576;L.EIC014;2LEIC02
201906576;L.EIC019;3LEIC03
201906576;L.EIC021;3LEIC03
201906576;L.EIC023;3LEIC04
201906576;L.EIC025;3LEIC03
201906617;L.EIC019;3LEIC09
201906617;L.EIC021;3LEIC09
201906617;L.EIC023;3LEIC09
201906617;L.EIC024;3LEIC09
201906617;L.EIC025;3LEIC09
201906622;L.EIC014;2LEIC09
201906622;L.EIC019;3LEIC01
201906622;L.EIC021;3LEIC01
201906622;L.EIC023;3LEIC01
201906622;L.EIC024;3LEIC01
201906622;L.EIC025;3LEIC01
201906638;L.EIC013;2LEIC16
201906638;L.EIC019;3LEIC05
201906638;L.EIC021;3LEIC05
201906638;L.EIC023;3LEIC05
201906638;L.EIC025;3LEIC05
201906680;L.EIC010;2LEIC15
201906680;L.EIC011;2LEIC15
201906680;L.EIC012;2LEIC15
201906680;L.EIC014;2LEIC15
201906680;L.EIC019;3LEIC05
201906680;L.EIC021;3LEIC10
201906681;L.EIC019;3LEIC02
201906681;L.EIC021;3LEIC02
201906681;L.EIC023;3LEIC06
201906681;L.EIC024;3LEIC02
201906681;L.EIC025;3LEIC02
201906682;L.EIC019;3LEIC08
201906682;L.EIC021;3LEIC06
201906682;L.EIC023;3LEIC01
201906682;L.EIC024;3LEIC01
201906682;L.EIC025;3LEIC07
201906690;L.EIC010;2LEIC12
201906690;L.EIC019;3LEIC08
201906690;L.EIC021;3LEIC09
201906690;L.EIC023;3LEIC02
201906690;L.EIC024;3LEIC09
201906690;L.EIC025;3LEIC07
201906704;L.EIC013;2LEIC07
201906704;L.EIC021;3LEIC08
201906704;L.EIC022;3LEIC11
201906704;L.EIC023;3LEIC08
201906704;L.EIC025;3LEIC08
201906712;L.EIC019;3LEIC09
201906712;L.EIC021;3LEIC06
201906712;L.EIC023;3LEIC06
201906712;L.EIC024;3LEIC06
201906712;L.EIC025;3LEIC07
201906731;L.EIC019;3LEIC08
201906731;L.EIC021;3LEIC06
201906731;L.EIC023;3LEIC01
201906731;L.EIC024;3LEIC01
201906731;L.EIC025;3LEIC06
201906732;L.EIC010;2LEIC09
201906732;L.EIC012;2LEIC15
201906732;L.EIC014;2LEIC11
201906732;L.EIC021;3LEIC04
201906732;L.EIC023;3LEIC07
201906732;L.EIC024;3LEIC07
201906743;L.EIC019;3LEIC06
201906743;L.EIC021;3LEIC06
201906743;L.EIC023;3LEIC06
201906743;L.EIC024;3LEIC06
201906743;L.EIC025;3LEIC06
201906750;L.EIC013;2LEIC01
201906750;L.EIC019;3LEIC01
201906750;L.EIC021;3LEIC01
201906750;L.EIC022;3LEIC10
201906750;L.EIC025;3LEIC01
201906761;L.EIC019;3LEIC02
201906761;L.EIC021;3LEIC02
201906761;L.EIC023;3LEIC02
201906761;L.EIC024;3LEIC02
201906761;L.EIC025;3LEIC02
201906784;L.EIC019;3LEIC01
201906784;L.EIC021;3LEIC03
201906784;L.EIC023;3LEIC08
201906784;L.EIC024;3LEIC06
201906784;L.EIC025;3LEIC05
201906788;L.EIC019;3LEIC06
201906788;L.EIC021;3LEIC09
201906788;L.EIC023;3LEIC10
201906788;L.EIC024;3LEIC09
201906788;L.EIC025;3LEIC06
201906805;L.EIC019;3LEIC04
201906805;L.EIC021;3LEIC04
201906805;L.EIC023;3LEIC04
201906805;L.EIC024;3LEIC04
201906805;L.EIC025;3LEIC04
201906807;L.EIC019;3LEIC04
201906807;L.EIC021;3LEIC05
201906807;L.EIC023;3LEIC09
201906807;L.EIC024;3LEIC04
201906807;L.EIC025;3LEIC05
201906845;L.EIC019;3LEIC01
201906845;L.EIC021;3LEIC01
201906845;L.EIC023;3LEIC08
201906845;L.EIC024;3LEIC04
201906845;L.EIC025;3LEIC05
201906852;L.EIC019;3LEIC08
201906852;L.EIC021;3LEIC08
201906852;L.EIC023;3LEIC08
201906852;L.EIC024;3LEIC07
201906852;L.EIC025;3LEIC08
201906888;L.EIC019;3LEIC07
201906888;L.EIC021;3LEIC10
201906888;L.EIC023;3LEIC10
201906888;L.EIC024;3LEIC06
201906888;L.EIC025;3LEIC06
201906910;L.EIC005;1LEIC08
201906910;L.EIC012;2LEIC05
201906910;L.EIC014;2LEIC03
201906910;L.EIC021;3LEIC07
201906910;L.EIC022;3LEIC11
201906910;L.EIC025;3LEIC10
201906942;L.EIC013;2LEIC16
201906942;L.EIC019;3LEIC05
201906942;L.EIC021;3LEIC05
201906942;L.EIC023;3LEIC05
201906942;L.EIC025;3LEIC05
201906945;L.EIC006;2LEIC01
201906945;L.EIC013;2LEIC05
201906945;L.EIC019;3LEIC09
201906945;L.EIC021;3LEIC08
201906945;L.EIC023;3LEIC05
201906945;L.EIC025;3LEIC08
201906954;L.EIC019;3LEIC07
201906954;L.EIC021;3LEIC10
201906954;L.EIC023;3LEIC10
201906954;L.EIC024;3LEIC06
201906954;L.EIC025;3LEIC06
201907001;L.EIC019;3LEIC04
201907001;L.EIC021;3LEIC05
201907001;L.EIC023;3LEIC09
201907001;L.EIC024;3LEIC04
201907001;L.EIC025;3LEIC05
201907007;L.EIC009;2LEIC01
201907007;L.EIC013;2LEIC04
201907007;L.EIC019;3LEIC03
201907007;L.EIC021;3LEIC03
201907007;L.EIC023;3LEIC04
201907007;L.EIC025;3LEIC03
201907014;L.EIC019;3LEIC04
201907014;L.EIC021;3LEIC05
201907014;L.EIC023;3LEIC09
201907014;L.EIC024;3LEIC04
201907014;L.EIC025;3LEIC05
201907020;L.EIC019;3LEIC07
201907020;L.EIC021;3LEIC06
201907020;L.EIC023;3LEIC03
201907020;L.EIC024;3LEIC06
201907020;L.EIC025;3LEIC06
201907021;L.EIC019;3LEIC06
201907021;L.EIC021;3LEIC06
201907021;L.EIC023;3LEIC03
201907021;L.EIC024;3LEIC04
201907021;L.EIC025;3LEIC03
201907075;L.EIC001;1LEIC12
201907075;L.EIC014;2LEIC07
201907075;L.EIC022;3LEIC10
201907075;L.EIC023;3LEIC03
201907075;L.EIC024;3LEIC02
201907075;L.EIC025;3LEIC02
201907095;L.EIC006;2LEIC02
201907095;L.EIC009;2LEIC01
201907095;L.EIC011;2LEIC16
201907095;L.EIC012;2LEIC09
201907095;L.EIC013;2LEIC10
201907095;L.EIC022;3LEIC09
201907116;L.EIC006;2LEIC03
201907116;L.EIC010;2LEIC09
201907116;L.EIC012;2LEIC03
201907116;L.EIC014;2LEIC07
201907116;L.EIC019;3LEIC08
201907116;L.EIC024;3LEIC04
201907131;L.EIC003;1LEIC01
201907131;L.EIC009;2LEIC01
201907131;L.EIC013;2LEIC01
201907131;L.EIC021;3LEIC10
201907131;L.EIC022;3LEIC11
201907131;L.EIC024;3LEIC09
201907131;L.EIC025;3LEIC10
201907156;L.EIC003;1LEIC13
201907156;L.EIC006;2LEIC03
201907156;L.EIC009;2LEIC03
201907156;L.EIC010;2LEIC15
201907156;L.EIC013;2LEIC03
201907156;L.EIC021;3LEIC07
201907156;L.EIC025;3LEIC10
201907201;L.EIC010;2LEIC13
201907201;L.EIC011;2LEIC06
201907201;L.EIC012;2LEIC07
201907201;L.EIC013;2LEIC04
201907201;L.EIC014;2LEIC08
201907216;L.EIC019;3LEIC06
201907216;L.EIC021;3LEIC06
201907216;L.EIC023;3LEIC03
201907216;L.EIC024;3LEIC04
201907216;L.EIC025;3LEIC09
201907226;L.EIC021;3LEIC05
201907226;L.EIC023;3LEIC01
201907226;L.EIC025;3LEIC03
201907254;L.EIC013;2LEIC16
201907254;L.EIC019;3LEIC05
201907254;L.EIC021;3LEIC05
201907254;L.EIC025;3LEIC05
201907284;L.EIC011;2LEIC08
201907284;L.EIC019;3LEIC03
201907284;L.EIC021;3LEIC10
201907284;L.EIC023;3LEIC02
201907284;L.EIC024;3LEIC03
201907284;L.EIC025;3LEIC04
201907321;L.EIC009;2LEIC02
201907321;L.EIC013;2LEIC05
201907321;L.EIC019;3LEIC05
201907321;L.EIC021;3LEIC05
201907321;L.EIC023;3LEIC05
201907321;L.EIC025;3LEIC05
201907361;L.EIC019;3LEIC09
201907361;L.EIC021;3LEIC09
201907361;L.EIC023;3LEIC09
201907361;L.EIC024;3LEIC09
201907361;L.EIC025;3LEIC09
201907399;L.EIC019;3LEIC06
201907399;L.EIC021;3LEIC09
201907399;L.EIC023;3LEIC06
201907399;L.EIC024;3LEIC09
201907399;L.EIC025;3LEIC06
201907461;L.EIC019;3LEIC09
201907461;L.EIC021;3LEIC03
201907461;L.EIC023;3LEIC05
201907461;L.EIC024;3LEIC05
201907461;L.EIC025;3LEIC07
201907483;L.EIC013;2LEIC08
201907483;L.EIC019;3LEIC04
201907483;L.EIC021;3LEIC02
201907483;L.EIC023;3LEIC09
201907483;L.EIC025;3LEIC05
201907487;L.EIC019;3LEIC04
201907487;L.EIC021;3LEIC03
201907487;L.EIC023;3LEIC03
201907487;L.EIC024;3LEIC04
201907487;L.EIC025;3LEIC03
201907523;L.EIC019;3LEIC08
201907523;L.EIC021;3LEIC10
201907523;L.EIC023;3LEIC01
201907523;L.EIC024;3LEIC01
201907523;L.EIC025;3LEIC06
201907549;L.EIC019;3LEIC04
201907549;L.EIC021;3LEIC03
201907549;L.EIC023;3LEIC03
201907549;L.EIC024;3LEIC04
201907549;L.EIC025;3LEIC03
201907565;L.EIC019;3LEIC01
201907565;L.EIC021;3LEIC03
201907565;L.EIC023;3LEIC08
201907565;L.EIC024;3LEIC06
201907565;L.EIC025;3LEIC05
201907715;L.EIC003;1LEIC13
201907715;L.EIC010;2LEIC12
201907715;L.EIC011;2LEIC09
201907715;L.EIC012;2LEIC13
201907715;L.EIC013;2LEIC15
201907715;L.EIC014;2LEIC09
201907716;L.EIC014;2LEIC10
201907716;L.EIC019;3LEIC10
201907716;L.EIC021;3LEIC04
201907716;L.EIC023;3LEIC07
201907716;L.EIC024;3LEIC09
201907726;L.EIC019;3LEIC08
201907726;L.EIC021;3LEIC10
201907726;L.EIC023;3LEIC01
201907726;L.EIC024;3LEIC01
201907726;L.EIC025;3LEIC06
201907727;L.EIC010;2LEIC12
201907727;L.EIC011;2LEIC14
201907727;L.EIC019;3LEIC10
201907727;L.EIC021;3LEIC10
201907727;L.EIC024;3LEIC09
201907727;L.EIC025;3LEIC09
201907729;L.EIC019;3LEIC02
201907729;L.EIC021;3LEIC02
201907729;L.EIC023;3LEIC04
201907729;L.EIC024;3LEIC02
201907729;L.EIC025;3LEIC01
201907747;L.EIC019;3LEIC05
201907747;L.EIC021;3LEIC05
201907747;L.EIC023;3LEIC05
201907747;L.EIC024;3LEIC05
201907747;L.EIC025;3LEIC05
201907756;L.EIC019;3LEIC01
201907756;L.EIC021;3LEIC09
201907756;L.EIC023;3LEIC08
201907756;L.EIC024;3LEIC01
201907756;L.EIC025;3LEIC07
201907816;L.EIC002;1LEIC12
201907816;L.EIC006;2LEIC02
201907816;L.EIC009;2LEIC04
201907816;L.EIC011;2LEIC08
201907816;L.EIC013;2LEIC03
201907816;L.EIC014;2LEIC03
201907835;L.EIC019;3LEIC07
201907835;L.EIC021;3LEIC10
201907835;L.EIC023;3LEIC10
201907835;L.EIC024;3LEIC06
201907835;L.EIC025;3LEIC06
201907847;L.EIC006;2LEIC04
201907847;L.EIC009;2LEIC04
201907847;L.EIC019;3LEIC06
201907847;L.EIC021;3LEIC09
201907847;L.EIC023;3LEIC09
201907847;L.EIC025;3LEIC09
201907863;L.EIC002;1LEIC09
201907863;L.EIC005;1LEIC01
201907863;L.EIC011;2LEIC14
201907863;L.EIC012;2LEIC06
201907863;L.EIC013;2LEIC15
201907863;L.EIC014;2LEIC01
201907877;L.EIC019;3LEIC04
201907877;L.EIC021;3LEIC03
201907877;L.EIC023;3LEIC03
201907877;L.EIC024;3LEIC04
201907877;L.EIC025;3LEIC03
201907878;L.EIC019;3LEIC02
201907878;L.EIC021;3LEIC02
201907878;L.EIC023;3LEIC02
201907878;L.EIC024;3LEIC02
201907878;L.EIC025;3LEIC02
201907879;L.EIC019;3LEIC07
201907879;L.EIC021;3LEIC09
201907879;L.EIC023;3LEIC10
201907879;L.EIC024;3LEIC05
201907879;L.EIC025;3LEIC07
201907886;L.EIC009;2LEIC02
201907886;L.EIC013;2LEIC05
201907886;L.EIC021;3LEIC07
201907886;L.EIC022;3LEIC10
201907886;L.EIC023;3LEIC03
201907886;L.EIC025;3LEIC08
201907907;L.EIC019;3LEIC07
201907907;L.EIC021;3LEIC10
201907907;L.EIC023;3LEIC10
201907907;L.EIC024;3LEIC06
201907907;L.EIC025;3LEIC06
201907925;L.EIC019;3LEIC08
201907925;L.EIC021;3LEIC01
201907925;L.EIC023;3LEIC01
201907925;L.EIC024;3LEIC01
201907925;L.EIC025;3LEIC06
201908044;L.EIC019;3LEIC02
201908044;L.EIC021;3LEIC02
201908044;L.EIC023;3LEIC02
201908044;L.EIC024;3LEIC02
201908044;L.EIC025;3LEIC02
201908057;L.EIC006;2LEIC04
201908057;L.EIC010;2LEIC05
201908057;L.EIC011;2LEIC05
201908057;L.EIC012;2LEIC03
201908057;L.EIC014;2LEIC01
201908057;L.EIC022;3LEIC10
201908075;L.EIC006;2LEIC04
201908075;L.EIC013;2LEIC01
201908075;L.EIC014;2LEIC01
201908075;L.EIC019;3LEIC04
201908075;L.EIC021;3LEIC04
201908075;L.EIC023;3LEIC04
201908075;L.EIC025;3LEIC04
201908142;L.EIC021;3LEIC02
201908142;L.EIC022;3LEIC09
201908142;L.EIC023;3LEIC02
201908142;L.EIC024;3LEIC05
201908142;L.EIC025;3LEIC01
201908143;L.EIC006;2LEIC04
201908143;L.EIC009;2LEIC03
201908143;L.EIC012;2LEIC01
201908143;L.EIC013;2LEIC01
201908209;L.EIC006;2LEIC02
201908209;L.EIC013;2LEIC03
201908209;L.EIC019;3LEIC05
201908209;L.EIC021;3LEIC04
201908209;L.EIC022;3LEIC10
201908209;L.EIC023;3LEIC07
201908209;L.EIC025;3LEIC02
201908250;L.EIC019;3LEIC08
201908250;L.EIC021;3LEIC03
201908250;L.EIC023;3LEIC01
201908250;L.EIC024;3LEIC05
201908250;L.EIC025;3LEIC07
201908253;L.EIC009;2LEIC03
201908253;L.EIC013;2LEIC13
201908253;L.EIC019;3LEIC06
201908253;L.EIC021;3LEIC07
201908253;L.EIC023;3LEIC06
201908253;L.EIC025;3LEIC10
201908633;L.EIC006;2LEIC02
201908633;L.EIC013;2LEIC02
201908633;L.EIC019;3LEIC05
201908633;L.EIC021;3LEIC02
201908633;L.EIC023;3LEIC06
201908633;L.EIC025;3LEIC02
201908676;L.EIC001;1LEIC12
201908676;L.EIC002;1LEIC12
201908676;L.EIC004;1LEIC12
201908676;L.EIC005;1LEIC12
201908676;L.EIC011;2LEIC12
201908676;L.EIC012;2LEIC11
201909699;L.EIC013;2LEIC01
201909699;L.EIC019;3LEIC09
201909699;L.EIC021;3LEIC09
201909699;L.EIC022;3LEIC09
201909699;L.EIC025;3LEIC09
201909711;L.EIC003;1LEIC02
201909711;L.EIC006;2LEIC02
201909711;L.EIC009;2LEIC02
201909711;L.EIC011;2LEIC08
201909711;L.EIC012;2LEIC05
201909711;L.EIC013;2LEIC11
201909711;L.EIC014;2LEIC11
201909858;L.EIC009;2LEIC01
201909858;L.EIC013;2LEIC05
201909858;L.EIC019;3LEIC07
201909858;L.EIC021;3LEIC08
201909858;L.EIC023;3LEIC05
201909858;L.EIC025;3LEIC08
201909892;L.EIC004;1LEIC05
201909892;L.EIC005;1LEIC05
201909914;L.EIC006;2LEIC01
201909914;L.EIC009;2LEIC01
201909914;L.EIC012;2LEIC02
201909914;L.EIC013;2LEIC04
201909914;L.EIC014;2LEIC01
201909935;L.EIC002;1LEIC05
201909935;L.EIC010;2LEIC10
201909935;L.EIC011;2LEIC10
201909935;L.EIC012;2LEIC09
201909935;L.EIC013;2LEIC11
201909937;L.EIC010;2LEIC13
201909937;L.EIC012;2LEIC05
201909937;L.EIC014;2LEIC07
201909937;L.EIC021;3LEIC05
201909937;L.EIC023;3LEIC05
201909937;L.EIC024;3LEIC05
201910200;L.EIC009;2LEIC04
201910200;L.EIC012;2LEIC03
201910200;L.EIC013;2LEIC07
201910200;L.EIC014;2LEIC01
201910371;L.EIC002;1LEIC08
201910371;L.EIC011;2LEIC06
201910371;L.EIC013;2LEIC06
201910371;L.EIC019;3LEIC03
202000141;L.EIC001;1LEIC02
202000141;L.EIC002;1LEIC02
202000141;L.EIC003;1LEIC10
202000161;L.EIC010;2LEIC10
202000161;L.EIC011;2LEIC10
202000161;L.EIC012;2LEIC10
202000161;L.EIC013;2LEIC12
202000161;L.EIC014;2LEIC15
202000162;L.EIC010;2LEIC10
202000162;L.EIC011;2LEIC10
202000162;L.EIC012;2LEIC10
202000162;L.EIC013;2LEIC10
202000162;L.EIC014;2LEIC10
202000163;L.EIC010;2LEIC07
202000163;L.EIC011;2LEIC07
202000163;L.EIC012;2LEIC07
202000163;L.EIC013;2LEIC07
202000163;L.EIC014;2LEIC07
202000166;L.EIC010;2LEIC10
202000166;L.EIC011;2LEIC10
202000166;L.EIC012;2LEIC10
202000166;L.EIC013;2LEIC10
202000166;L.EIC014;2LEIC10
202000382;L.EIC001;1LEIC06
202000382;L.EIC002;1LEIC13
202000416;L.EIC001;1LEIC02
202000416;L.EIC002;1LEIC02
202000416;L.EIC006;2LEIC04
202000416;L.EIC009;2LEIC03
202000416;L.EIC012;2LEIC10
202000416;L.EIC013;2LEIC09
202000416;L.EIC014;2LEIC09
202000705;L.EIC010;2LEIC08
202000705;L.EIC011;2LEIC15
202000705;L.EIC012;2LEIC08
202000705;L.EIC013;2LEIC15
202000705;L.EIC014;2LEIC05
202000707;L.EIC010;2LEIC10
202000707;L.EIC011;2LEIC10
202000707;L.EIC012;2LEIC10
202000707;L.EIC013;2LEIC10
202000707;L.EIC014;2LEIC10
202001337;L.EIC010;2LEIC06
202001337;L.EIC011;2LEIC06
202001337;L.EIC012;2LEIC06
202001337;L.EIC013;2LEIC06
202001337;L.EIC014;2LEIC06
202001417;L.EIC001;1LEIC08
202001417;L.EIC003;1LEIC08
202001417;L.EIC004;1LEIC08
202001417;L.EIC011;2LEIC06
202001417;L.EIC012;2LEIC06
202001417;L.EIC013;2LEIC06
202001417;L.EIC014;2LEIC06
202002142;L.EIC001;1LEIC03
202002142;L.EIC002;1LEIC03
202002142;L.EIC003;1LEIC03
202002142;L.EIC004;1LEIC03
202002142;L.EIC005;1LEIC03
202002749;L.EIC002;1LEIC07
202002749;L.EIC003;1LEIC07
202002749;L.EIC004;1LEIC07
202002749;L.EIC005;1LEIC07
202002810;L.EIC001;1LEIC14
202002810;L.EIC002;1LEIC14
202002810;L.EIC003;1LEIC15
202002810;L.EIC005;1LEIC14
202002810;L.EIC013;2LEIC02
202002811;L.EIC006;2LEIC04
202002811;L.EIC009;2LEIC04
202002811;L.EIC010;2LEIC15
202002811;L.EIC012;2LEIC03
202002811;L.EIC013;2LEIC02
202002811;L.EIC014;2LEIC12
202003324;L.EIC021;3LEIC08
202003324;L.EIC022;3LEIC11
202003324;L.EIC023;3LEIC08
202003324;L.EIC024;3LEIC04
202003324;L.EIC025;3LEIC08
202003386;L.EIC019;3LEIC10
202003386;L.EIC021;3LEIC10
202003386;L.EIC024;3LEIC09
202003386;L.EIC025;3LEIC09
202003474;L.EIC011;2LEIC13
202003474;L.EIC012;2LEIC13
202003474;L.EIC019;3LEIC04
202003474;L.EIC021;3LEIC04
202003474;L.EIC025;3LEIC04
202003480;L.EIC011;2LEIC12
202003480;L.EIC012;2LEIC11
202003480;L.EIC019;3LEIC09
202003480;L.EIC021;3LEIC09
202003480;L.EIC023;3LEIC09
202003480;L.EIC024;3LEIC09
202003480;L.EIC025;3LEIC09
202003484;L.EIC004;1LEIC12
202003484;L.EIC010;2LEIC08
202003484;L.EIC011;2LEIC08
202003484;L.EIC012;2LEIC08
202003484;L.EIC014;2LEIC08
202003518;L.EIC010;2LEIC11
202003518;L.EIC011;2LEIC11
202003518;L.EIC012;2LEIC11
202003518;L.EIC013;2LEIC11
202003529;L.EIC010;2LEIC08
202003529;L.EIC011;2LEIC08
202003529;L.EIC012;2LEIC08
202003529;L.EIC014;2LEIC08
202003574;L.EIC010;2LEIC12
202003574;L.EIC011;2LEIC09
202003574;L.EIC012;2LEIC13
202003574;L.EIC013;2LEIC12
202003574;L.EIC014;2LEIC09
202004151;L.EIC001;1LEIC05
202004151;L.EIC002;1LEIC05
202004151;L.EIC003;1LEIC11
202004151;L.EIC004;1LEIC11
202004151;L.EIC005;1LEIC04
202004155;L.EIC010;2LEIC12
202004155;L.EIC011;2LEIC09
202004155;L.EIC012;2LEIC13
202004155;L.EIC013;2LEIC12
202004155;L.EIC014;2LEIC09
202004159;L.EIC003;1LEIC15
202004159;L.EIC012;2LEIC04
202004159;L.EIC014;2LEIC04
202004161;L.EIC010;2LEIC08
202004161;L.EIC011;2LEIC12
202004161;L.EIC012;2LEIC05
202004161;L.EIC013;2LEIC15
202004161;L.EIC014;2LEIC05
202004175;L.EIC006;2LEIC04
202004175;L.EIC009;2LEIC04
202004175;L.EIC012;2LEIC04
202004175;L.EIC013;2LEIC04
202004175;L.EIC014;2LEIC04
202004179;L.EIC010;2LEIC15
202004179;L.EIC011;2LEIC15
202004179;L.EIC012;2LEIC15
202004179;L.EIC013;2LEIC12
202004179;L.EIC014;2LEIC15
202004187;L.EIC010;2LEIC09
202004187;L.EIC011;2LEIC09
202004187;L.EIC012;2LEIC09
202004187;L.EIC013;2LEIC09
202004187;L.EIC014;2LEIC09
202004196;L.EIC006;2LEIC02
202004196;L.EIC009;2LEIC02
202004196;L.EIC012;2LEIC02
202004196;L.EIC013;2LEIC02
202004196;L.EIC014;2LEIC02
202004229;L.EIC005;1LEIC06
202004229;L.EIC012;2LEIC04
202004229;L.EIC014;2LEIC04
202004244;L.EIC010;2LEIC06
202004244;L.EIC011;2LEIC06
202004244;L.EIC012;2LEIC06
202004244;L.EIC013;2LEIC06
202004244;L.EIC014;2LEIC06
202004260;L.EIC010;2LEIC06
202004260;L.EIC011;2LEIC06
202004260;L.EIC012;2LEIC07
202004260;L.EIC013;2LEIC08
202004260;L.EIC014;2LEIC08
202004288;L.EIC010;2LEIC10
202004288;L.EIC011;2LEIC10
202004288;L.EIC012;2LEIC10
202004288;L.EIC013;2LEIC10
202004288;L.EIC014;2LEIC10
